date,temperature_outside_high,temperature_outside_low,temperature_inside,barometric_pressure,humidity_outside,humidity_inside,wind_speed,wind_direction_prevailing
2025-07-17 12:10:00,26.17,26.17,27.56,1009.86,66.0,60.0,0.0,NONE
2025-07-17 12:15:00,26.17,26.11,27.56,1010.4,65.0,59.0,0.0,NONE
2025-07-17 12:20:00,26.17,26.11,27.56,1010.84,65.0,59.0,0.0,NONE
2025-07-17 12:25:00,26.17,26.11,27.56,1010.36,64.0,59.0,0.0,NONE
2025-07-17 12:30:00,26.17,26.11,27.56,1010.13,65.0,60.0,0.0,NONE
2025-07-17 12:35:00,26.17,26.11,27.56,1010.43,66.0,60.0,0.0,NONE
2025-07-17 12:40:00,26.17,26.11,27.5,1010.02,65.0,60.0,0.0,NONE
2025-07-17 12:45:00,26.17,26.11,27.56,1010.09,65.0,60.0,0.0,NONE
2025-07-17 12:50:00,26.17,26.11,27.5,1010.06,66.0,60.0,0.0,NONE
2025-07-17 12:55:00,26.17,26.11,27.56,1009.96,65.0,60.0,0.0,NONE
2025-07-17 13:00:00,26.17,26.11,27.56,1009.79,65.0,60.0,0.0,NONE
2025-07-17 13:05:00,26.17,26.11,27.5,1009.79,66.0,60.0,0.0,NONE
2025-07-17 13:10:00,26.17,26.11,27.56,1009.58,67.0,60.0,0.0,NONE
2025-07-17 13:15:00,26.17,26.11,27.5,1009.25,67.0,60.0,0.0,NONE
2025-07-17 13:20:00,26.17,26.11,27.56,1009.38,66.0,60.0,0.0,NONE
2025-07-17 13:25:00,26.17,26.11,27.56,1009.01,66.0,60.0,0.0,NONE
2025-07-17 13:30:00,26.17,26.11,27.56,1009.11,66.0,60.0,0.0,NONE
2025-07-17 13:35:00,26.17,26.11,27.56,1009.11,66.0,60.0,0.0,NONE
2025-07-17 13:40:00,26.17,26.11,27.61,1008.94,66.0,60.0,0.0,NONE
2025-07-17 13:45:00,26.17,26.11,27.61,1008.87,66.0,60.0,0.0,NONE
2025-07-17 13:50:00,26.17,26.11,27.61,1008.91,66.0,60.0,0.0,NONE
2025-07-17 13:55:00,26.17,26.11,27.67,1008.87,66.0,60.0,0.0,NONE
2025-07-17 14:00:00,26.17,26.11,27.61,1008.81,66.0,60.0,0.0,NONE
2025-07-17 14:05:00,26.17,26.11,27.61,1008.84,66.0,60.0,0.0,NONE
2025-07-17 14:10:00,26.17,26.11,27.67,1009.04,66.0,60.0,0.0,NONE
2025-07-17 14:15:00,26.22,26.17,27.67,1009.04,69.0,61.0,0.0,NONE
2025-07-17 14:20:00,26.22,26.17,27.67,1009.11,71.0,63.0,0.0,NONE
2025-07-17 14:25:00,26.22,26.17,27.67,1009.28,72.0,63.0,0.0,NONE
2025-07-17 14:30:00,26.22,26.17,27.67,1009.21,70.0,64.0,0.0,NONE
2025-07-17 14:35:00,26.17,25.94,27.56,1008.94,66.0,60.0,0.0,NONE
2025-07-17 14:40:00,26.0,25.61,27.11,1008.77,61.0,57.0,0.0,NONE
2025-07-17 14:45:00,25.61,25.06,26.67,1008.74,59.0,54.0,0.0,NONE
2025-07-17 14:50:00,25.06,24.56,26.11,1008.4,60.0,55.0,0.0,NONE
2025-07-17 14:55:00,24.56,24.06,25.72,1008.43,61.0,55.0,0.0,NONE
2025-07-17 15:00:00,24.06,23.83,25.56,1008.4,67.0,59.0,0.0,NONE
2025-07-17 15:05:00,23.78,23.61,25.5,1008.6,64.0,57.0,0.0,NONE
2025-07-17 15:10:00,23.61,23.39,25.33,1008.77,67.0,58.0,0.0,NONE
2025-07-17 15:15:00,23.39,23.33,25.28,1009.04,67.0,60.0,0.0,NONE
2025-07-17 15:20:00,23.33,23.17,25.22,1009.04,63.0,57.0,0.0,WNW
2025-07-17 15:25:00,23.17,23.0,25.06,1009.18,66.0,57.0,0.0,NONE
2025-07-17 15:30:00,23.06,22.94,25.06,1009.18,67.0,59.0,0.0,NONE
2025-07-17 15:35:00,23.0,22.89,25.0,1009.11,67.0,58.0,0.0,NONE
2025-07-17 15:40:00,22.94,22.89,24.94,1008.84,71.0,61.0,0.0,NONE
2025-07-17 15:45:00,22.94,22.89,24.94,1008.87,65.0,57.0,0.0,NONE
2025-07-17 15:50:00,22.89,22.78,24.89,1008.91,69.0,59.0,0.0,NONE
2025-07-17 15:55:00,22.83,22.78,24.83,1008.94,71.0,62.0,0.0,NONE
2025-07-17 16:00:00,22.83,22.78,24.83,1009.01,66.0,59.0,0.0,NONE
2025-07-17 16:05:00,22.78,22.72,24.72,1008.87,70.0,60.0,0.0,NONE
2025-07-17 16:10:00,22.72,22.67,24.72,1008.74,66.0,59.0,0.0,NONE
2025-07-17 16:15:00,22.67,22.61,24.67,1008.77,68.0,59.0,0.0,NONE
2025-07-17 16:20:00,22.61,22.56,24.67,1009.21,69.0,61.0,0.0,NONE
2025-07-17 16:25:00,22.67,22.61,24.83,1008.47,69.0,60.0,0.0,NONE
2025-07-17 16:30:00,22.78,22.67,25.0,1009.18,69.0,60.0,0.0,NONE
2025-07-17 16:35:00,22.89,22.72,25.22,1009.25,70.0,60.0,0.0,NONE
2025-07-17 16:40:00,22.94,22.83,25.44,1009.28,69.0,59.0,0.0,NONE
2025-07-17 16:45:00,23.11,22.94,25.61,1009.21,69.0,59.0,0.0,NONE
2025-07-17 16:50:00,23.22,23.11,25.78,1009.25,69.0,59.0,0.0,NONE
2025-07-17 16:55:00,23.39,23.22,25.94,1009.14,69.0,59.0,0.0,NONE
2025-07-17 17:00:00,23.5,23.33,26.06,1009.11,69.0,59.0,0.0,NONE
2025-07-17 17:05:00,23.67,23.5,26.17,1009.01,68.0,58.0,0.0,NONE
2025-07-17 17:10:00,23.83,23.67,26.28,1009.21,68.0,59.0,0.0,NONE
2025-07-17 17:15:00,23.94,23.83,26.39,1009.04,68.0,58.0,0.0,NONE
2025-07-17 17:20:00,24.06,23.94,26.5,1009.18,68.0,58.0,0.0,NONE
2025-07-17 17:25:00,24.17,24.06,26.61,1009.14,67.0,58.0,0.0,NONE
2025-07-17 17:30:00,24.28,24.17,26.67,1009.14,67.0,58.0,0.0,NONE
2025-07-17 17:35:00,24.44,24.28,26.78,1009.04,67.0,58.0,0.0,NONE
2025-07-17 17:40:00,24.61,24.44,26.83,1008.91,68.0,58.0,0.0,NONE
2025-07-17 17:45:00,24.72,24.56,27.0,1009.21,67.0,58.0,0.0,NONE
2025-07-17 17:50:00,24.83,24.72,27.06,1009.11,67.0,58.0,0.0,WNW
